sr.,State,District,Taluka
1550,West Bengal,Purba Bardhaman,Jamalpur
1551,West Bengal,Purba Bardhaman,Kalna - I
1552,West Bengal,Purba Bardhaman,Kalna - Ii
1553,West Bengal,Purba Bardhaman,Katwa - I
1554,West Bengal,Purba Bardhaman,Katwa - Ii
1555,West Bengal,Purba Bardhaman,Ketugram - I
1556,West Bengal,Purba Bardhaman,Ketugram - Ii
1557,West Bengal,Purba Bardhaman,Khandaghosh
1558,West Bengal,Purba Bardhaman,Mangolkote
1559,West Bengal,Purba Bardhaman,Manteswar
1560,West Bengal,Purba Bardhaman,Memari - I
1561,West Bengal,Purba Bardhaman,Memari - Ii
1562,West Bengal,Purba Bardhaman,Purbasthali - I
1563,West Bengal,Purba Bardhaman,Purbasthali - Ii
1564,West Bengal,Purba Bardhaman,Raina - I
1565,West Bengal,Purba Bardhaman,Raina - Ii
1566,West Bengal,Birbhum,Birbhum
1567,West Bengal,Birbhum,Bolpur Sriniketan
1568,West Bengal,Birbhum,Dubrajpur
1569,West Bengal,Birbhum,Illambazar
1570,West Bengal,Birbhum,Khoyrasol
1571,West Bengal,Birbhum,Labpur
1572,West Bengal,Birbhum,Mayureswar - I
1573,West Bengal,Birbhum,Mayureswar - Ii
1574,West Bengal,Birbhum,Mohammad Bazar
1575,West Bengal,Birbhum,Murarai - I
1576,West Bengal,Birbhum,Murarai - Ii
1577,West Bengal,Birbhum,Nalhati - I
1578,West Bengal,Birbhum,Nalhati - Ii
1579,West Bengal,Birbhum,Nanoor
1580,West Bengal,Birbhum,Rajnagar
1581,West Bengal,Birbhum,Rampurhat - I
1582,West Bengal,Birbhum,Rampurhat - Ii
1583,West Bengal,Birbhum,Sainthia
1584,West Bengal,Birbhum,Suri - I
1585,West Bengal,Birbhum,Suri - Ii
1586,West Bengal,Cooch Behar,Cooch Behar
1587,West Bengal,Cooch Behar,Cooch Behar - I
1588,West Bengal,Cooch Behar,Cooch Behar - Ii
1589,West Bengal,Cooch Behar,Dinhata - I
1590,West Bengal,Cooch Behar,Dinhata - Ii
1591,West Bengal,Cooch Behar,Haldibari
1592,West Bengal,Cooch Behar,Mathabhanga - I
1593,West Bengal,Cooch Behar,Mathabhanga - Ii
1594,West Bengal,Cooch Behar,Mekliganj
1595,West Bengal,Cooch Behar,Sitai
1596,West Bengal,Cooch Behar,Sitalkuchi
1597,West Bengal,Cooch Behar,Tufanganj - I
1598,West Bengal,Cooch Behar,Tufanganj - Ii
1599,West Bengal,Darjeeling,Darjeeling
1600,West Bengal,Darjeeling,Darjeeling Pulbazar
1601,West Bengal,Darjeeling,Jorebunglow Sukiapokhri
1602,West Bengal,Darjeeling,Kharibari
1603,West Bengal,Darjeeling,Kurseong
1604,West Bengal,Darjeeling,Matigara
1605,West Bengal,Darjeeling,Mirik
1606,West Bengal,Darjeeling,Naxalbari
1607,West Bengal,Darjeeling,Phansidewa
1608,West Bengal,Darjeeling,Rangli Rangliot
1609,West Bengal,Dakshin Dinajpur,Dakshin Dinajpur
1610,West Bengal,Dakshin Dinajpur,Balurghat
1611,West Bengal,Dakshin Dinajpur,Bansihari
1612,West Bengal,Dakshin Dinajpur,Gangarampur
1613,West Bengal,Dakshin Dinajpur,Harirampur
1614,West Bengal,Dakshin Dinajpur,Hilli
1615,West Bengal,Dakshin Dinajpur,Kumarganj
1616,West Bengal,Dakshin Dinajpur,Kushmundi
1617,West Bengal,Dakshin Dinajpur,Tapan
1618,West Bengal,Hooghly,Hooghly
1619,West Bengal,Hooghly,Arambag
1620,West Bengal,Hooghly,Balagarh
1621,West Bengal,Hooghly,Chanditala - I
1622,West Bengal,Hooghly,Chanditala - Ii
1623,West Bengal,Hooghly,Chinsurah - Magra
1624,West Bengal,Hooghly,Dhaniakhali
1625,West Bengal,Hooghly,Goghat - I
1626,West Bengal,Hooghly,Goghat - Ii
1627,West Bengal,Hooghly,Haripal
1628,West Bengal,Hooghly,Jangipara
1629,West Bengal,Hooghly,Khanakul - I
1630,West Bengal,Hooghly,Khanakul - Ii
1631,West Bengal,Hooghly,Pandua
1632,West Bengal,Hooghly,Polba - Dadpur
1633,West Bengal,Hooghly,Pursura
1634,West Bengal,Hooghly,Serampur Uttarpara
1635,West Bengal,Hooghly,Singur
1636,West Bengal,Hooghly,Tarakeswar
1637,West Bengal,Howrah,Howrah
1638,West Bengal,Howrah,Amta - I
1639,West Bengal,Howrah,Amta - Ii
1640,West Bengal,Howrah,Bagnan - I
1641,West Bengal,Howrah,Bagnan - Ii
1642,West Bengal,Howrah,Bally Jagachha
1643,West Bengal,Howrah,Domjur
1644,West Bengal,Howrah,Jagatballavpur
1645,West Bengal,Howrah,Panchla
1646,West Bengal,Howrah,Sankrail
1647,West Bengal,Howrah,Shyampur - I
1648,West Bengal,Howrah,Shyampur - Ii
1649,West Bengal,Howrah,Udaynarayanpur
1650,West Bengal,Howrah,Uluberia - I
1651,West Bengal,Howrah,Uluberia - Ii
1652,West Bengal,Jalpaiguri,Jalpaiguri
1653,West Bengal,Jalpaiguri,Dhupguri
1654,West Bengal,Jalpaiguri,Jalpaiguri
1655,West Bengal,Jalpaiguri,Mal
1656,West Bengal,Jalpaiguri,Matiali
1657,West Bengal,Jalpaiguri,Maynaguri
1658,West Bengal,Jalpaiguri,Nagrakata
1659,West Bengal,Jalpaiguri,Rajganj
1660,West Bengal,Jhargram,Jhargram
1661,West Bengal,Jhargram,Binpur - I
1662,West Bengal,Jhargram,Binpur - Ii
1663,West Bengal,Jhargram,Gopiballavpur - I
1664,West Bengal,Jhargram,Gopiballavpur - Ii
1665,West Bengal,Jhargram,Jamboni
1666,West Bengal,Jhargram,Jhargram
1667,West Bengal,Jhargram,Nayagram
1668,West Bengal,Jhargram,Sankrail
1669,West Bengal,Kolkata,Kolkata
1670,West Bengal,Kalimpong,Kalimpong
1671,West Bengal,Kalimpong,Gorubathan
1672,West Bengal,Kalimpong,Kalimpong - Ii
1673,West Bengal,Kalimpong,Kalimpong -i
1674,West Bengal,Kalimpong,Lava
1675,West Bengal,Kalimpong,Pedong
1676,West Bengal,Malda,Maldah
1677,West Bengal,Malda,Bamangola
1678,West Bengal,Malda,Chanchal - I
1679,West Bengal,Malda,Chanchal - Ii
1680,West Bengal,Malda,English Bazar
1681,West Bengal,Malda,Gazole
1682,West Bengal,Malda,Habibpur
1683,West Bengal,Malda,Harischandrapur - I
1684,West Bengal,Malda,Harischandrapur - Ii
1685,West Bengal,Malda,Kaliachak - I
1686,West Bengal,Malda,Kaliachak - Ii
1687,West Bengal,Malda,Kaliachak - Iii
1688,West Bengal,Malda,Maldah (old)
1689,West Bengal,Malda,Manikchak
1690,West Bengal,Malda,Ratua - I
1691,West Bengal,Malda,Ratua - Ii
1692,West Bengal,Paschim Medinipur,Paschim Medinipur
1693,West Bengal,Paschim Medinipur,Chandrakona - I
1694,West Bengal,Paschim Medinipur,Chandrakona - Ii
1695,West Bengal,Paschim Medinipur,Dantan - I
1696,West Bengal,Paschim Medinipur,Dantan - Ii
1697,West Bengal,Paschim Medinipur,Daspur - I
1698,West Bengal,Paschim Medinipur,Daspur - Ii
1699,West Bengal,Paschim Medinipur,Debra
1700,West Bengal,Paschim Medinipur,Garbeta - I
1701,West Bengal,Paschim Medinipur,Garbeta - Ii
1702,West Bengal,Paschim Medinipur,Garbeta - Iii
1703,West Bengal,Paschim Medinipur,Ghatal
1704,West Bengal,Paschim Medinipur,Keshiary
1705,West Bengal,Paschim Medinipur,Keshpur
1706,West Bengal,Paschim Medinipur,Kharagpur - I
1707,West Bengal,Paschim Medinipur,Kharagpur - Ii
1708,West Bengal,Paschim Medinipur,Midnapore
1709,West Bengal,Paschim Medinipur,Mohanpur
1710,West Bengal,Paschim Medinipur,Narayangarh
1711,West Bengal,Paschim Medinipur,Pingla
1712,West Bengal,Paschim Medinipur,Sabang
1713,West Bengal,Paschim Medinipur,Salbani
1714,West Bengal,Purba Medinipur,Purba Medinipur
1715,West Bengal,Purba Medinipur,Bhagawanpur - I
1716,West Bengal,Purba Medinipur,Bhagawanpur Ii
1717,West Bengal,Purba Medinipur,Chandipur
1718,West Bengal,Purba Medinipur,Contai - I
1719,West Bengal,Purba Medinipur,Contai - Iii
1720,West Bengal,Purba Medinipur,Deshopran
1721,West Bengal,Purba Medinipur,Egra - I
1722,West Bengal,Purba Medinipur,Egra - Ii
1723,West Bengal,Purba Medinipur,Haldia
1724,West Bengal,Purba Medinipur,Khejuri - I
1725,West Bengal,Purba Medinipur,Khejuri - Ii
1726,West Bengal,Purba Medinipur,Kolaghat
1727,West Bengal,Purba Medinipur,Mahisadal
1728,West Bengal,Purba Medinipur,Moyna
1729,West Bengal,Purba Medinipur,Nanda-Kumar
1730,West Bengal,Purba Medinipur,Nandigram - I
1731,West Bengal,Purba Medinipur,Nandigram - Ii
1732,West Bengal,Purba Medinipur,Panskura
1733,West Bengal,Purba Medinipur,Potashpur - I
1734,West Bengal,Purba Medinipur,Potashpur - Ii
1735,West Bengal,Purba Medinipur,Ramnagar - I
1736,West Bengal,Purba Medinipur,Ramnagar - Ii
1737,West Bengal,Purba Medinipur,Sahid Matangini
1738,West Bengal,Purba Medinipur,Sutahata
1739,West Bengal,Purba Medinipur,Tamluk
1740,West Bengal,Nadia,Nadia
1741,West Bengal,Nadia,Chakdah
1742,West Bengal,Nadia,Chapra
1743,West Bengal,Nadia,Hanskhali
1744,West Bengal,Nadia,Haringhata
1745,West Bengal,Nadia,Kaliganj
1746,West Bengal,Nadia,Kalyani
1747,West Bengal,Nadia,Karimpur - I
1748,West Bengal,Nadia,Karimpur - Ii
1749,West Bengal,Nadia,Krishnaganj
1750,West Bengal,Nadia,Krishnagar - I
1751,West Bengal,Nadia,Krishnagar - Ii
1752,West Bengal,Nadia,Nabadwip
1753,West Bengal,Nadia,Nakashipara
1754,West Bengal,Nadia,Ranaghat - I
1755,West Bengal,Nadia,Ranaghat - Ii
1756,West Bengal,Nadia,Santipur
1757,West Bengal,Nadia,Tehatta - I
1758,West Bengal,Nadia,Tehatta - Ii
1759,West Bengal,North 24 Parganas,North 24 Parganas
1760,West Bengal,North 24 Parganas,Amdanga
1761,West Bengal,North 24 Parganas,Baduria
1762,West Bengal,North 24 Parganas,Bagda
1763,West Bengal,North 24 Parganas,Barasat - I
1764,West Bengal,North 24 Parganas,Barasat - Ii
1765,West Bengal,North 24 Parganas,Barrackpur - I
1766,West Bengal,North 24 Parganas,Barrackpur - Ii
1767,West Bengal,North 24 Parganas,Basirhat - I
1768,West Bengal,North 24 Parganas,Basirhat - Ii
1769,West Bengal,North 24 Parganas,Bongaon
1770,West Bengal,North 24 Parganas,Deganga
1771,West Bengal,North 24 Parganas,Gaighata
1772,West Bengal,North 24 Parganas,Habra - I
1773,West Bengal,North 24 Parganas,Habra - Ii
1774,West Bengal,North 24 Parganas,Haroa
1775,West Bengal,North 24 Parganas,Hasnabad
1776,West Bengal,North 24 Parganas,Hingalganj
1777,West Bengal,North 24 Parganas,Minakhan
1778,West Bengal,North 24 Parganas,Rajarhat
1779,West Bengal,North 24 Parganas,Sandeshkhali - I
1780,West Bengal,North 24 Parganas,Sandeshkhali - Ii
1781,West Bengal,North 24 Parganas,Swarupnagar
1782,West Bengal,South 24 Parganas,South 24 Parganas
1783,West Bengal,South 24 Parganas,Baruipur
1784,West Bengal,South 24 Parganas,Basanti
1785,West Bengal,South 24 Parganas,Bhangar - I
1786,West Bengal,South 24 Parganas,Bhangar - Ii
1787,West Bengal,South 24 Parganas,Bishnupur - I
1788,West Bengal,South 24 Parganas,Bishnupur - Ii
1789,West Bengal,South 24 Parganas,Budge Budge - I
1790,West Bengal,South 24 Parganas,Budge Budge - Ii
1791,West Bengal,South 24 Parganas,Canning - I
1792,West Bengal,South 24 Parganas,Canning - Ii
1793,West Bengal,South 24 Parganas,Diamond Harbour - I
1794,West Bengal,South 24 Parganas,Diamond Harbour - Ii
1795,West Bengal,South 24 Parganas,Falta
1796,West Bengal,South 24 Parganas,Gosaba
1797,West Bengal,South 24 Parganas,Jaynagar - I
1798,West Bengal,South 24 Parganas,Jaynagar - Ii
1799,West Bengal,South 24 Parganas,Kakdwip
1800,West Bengal,South 24 Parganas,Kulpi
1801,West Bengal,South 24 Parganas,Kultali
1802,West Bengal,South 24 Parganas,Magrahat - I
1803,West Bengal,South 24 Parganas,Magrahat - Ii
1804,West Bengal,South 24 Parganas,Mandirbazar
1805,West Bengal,South 24 Parganas,Mathurapur - I
1806,West Bengal,South 24 Parganas,Mathurapur - Ii
1807,West Bengal,South 24 Parganas,Namkhana
1808,West Bengal,South 24 Parganas,Patharpratima
1809,West Bengal,South 24 Parganas,Sagar
1810,West Bengal,South 24 Parganas,Sonarpur
1811,West Bengal,South 24 Parganas,Thakurpukur Mahestola
1812,West Bengal,Purulia,Purulia
1813,West Bengal,Purulia,Arsha
1814,West Bengal,Purulia,Bagmundi
1815,West Bengal,Purulia,Balarampur
1816,West Bengal,Purulia,Barabazar
1817,West Bengal,Purulia,Bundwan
1818,West Bengal,Purulia,Hura
1819,West Bengal,Purulia,Jaipur
1820,West Bengal,Purulia,Jhalda - I
1821,West Bengal,Purulia,Jhalda - Ii
1822,West Bengal,Purulia,Kashipur
1823,West Bengal,Purulia,Manbazar - I
1824,West Bengal,Purulia,Manbazar - Ii
1825,West Bengal,Purulia,Neturia
1826,West Bengal,Purulia,Para
1827,West Bengal,Purulia,Puncha
1828,West Bengal,Purulia,Purulia - I
1829,West Bengal,Purulia,Purulia - Ii
1830,West Bengal,Purulia,Raghunathpur - I
1831,West Bengal,Purulia,Raghunathpur - Ii
1832,West Bengal,Purulia,Santuri
1833,West Bengal,Uttar Dinajpur,Uttar Dinajpur
1834,West Bengal,Uttar Dinajpur,Chopra
1835,West Bengal,Uttar Dinajpur,Goalpokhar - I
1836,West Bengal,Uttar Dinajpur,Goalpokhar - Ii
1837,West Bengal,Uttar Dinajpur,Hemtabad
1838,West Bengal,Uttar Dinajpur,Islampur
1839,West Bengal,Uttar Dinajpur,Itahar
1840,West Bengal,Uttar Dinajpur,Kaliaganj
1841,West Bengal,Uttar Dinajpur,Karandighi
1842,West Bengal,Uttar Dinajpur,Raiganj
1843,Rajasthan,Ajmer,Ajmer
1844,Rajasthan,Ajmer,Todgarh
1845,Rajasthan,Ajmer,Kishangarh
1846,Rajasthan,Ajmer,Ajmer
1847,Rajasthan,Ajmer,Peesangan
1848,Rajasthan,Ajmer,Beawar
1849,Rajasthan,Ajmer,Masuda
1850,Rajasthan,Ajmer,Nasirabad
1851,Rajasthan,Ajmer,Bhinay
1852,Rajasthan,Ajmer,Sarwar
1853,Rajasthan,Ajmer,Kekri
1854,Rajasthan,Alwar,Alwar
1855,Rajasthan,Alwar,Behror
1856,Rajasthan,Alwar,Mandawar
1857,Rajasthan,Alwar,Kotkasim
1858,Rajasthan,Alwar,Tijara
1859,Rajasthan,Alwar,Kishangarh Bas
1860,Rajasthan,Alwar,Ramgarh
1861,Rajasthan,Alwar,Alwar
1862,Rajasthan,Alwar,Bansur
1863,Rajasthan,Alwar,Thanagazi
1864,Rajasthan,Alwar,Rajgarh
1865,Rajasthan,Alwar,Lachhmangarh
1866,Rajasthan,Alwar,Kathumar
1867,Rajasthan,Banswara,Banswara
1868,Rajasthan,Banswara,Ghatol
1869,Rajasthan,Banswara,Garhi
1870,Rajasthan,Banswara,Banswara
1871,Rajasthan,Banswara,Bagidora
1872,Rajasthan,Banswara,Kushalgarh
1873,Rajasthan,Baran,Baran
1874,Rajasthan,Baran,Mangrol
1875,Rajasthan,Baran,Antah
1876,Rajasthan,Baran,Baran
1877,Rajasthan,Baran,Atru
1878,Rajasthan,Baran,Kishanganj
1879,Rajasthan,Baran,Shahbad
1880,Rajasthan,Baran,Chhabra
1881,Rajasthan,Baran,Chhipabarod
1882,Rajasthan,Barmer,Barmer
1883,Rajasthan,Barmer,Sheo
1884,Rajasthan,Barmer,Baytoo
1885,Rajasthan,Barmer,Pachpadra
1886,Rajasthan,Barmer,Siwana
1887,Rajasthan,Barmer,Gudha Malani
1888,Rajasthan,Barmer,Barmer
1889,Rajasthan,Barmer,Ramsar
1890,Rajasthan,Barmer,Chohtan
1891,Rajasthan,Bharatpur,Bharatpur
1892,Rajasthan,Bharatpur,Pahari
1893,Rajasthan,Bharatpur,Kaman
1894,Rajasthan,Bharatpur,Nagar
1895,Rajasthan,Bharatpur,Deeg
1896,Rajasthan,Bharatpur,Nadbai
1897,Rajasthan,Bharatpur,Kumher
1898,Rajasthan,Bharatpur,Bharatpur
1899,Rajasthan,Bharatpur,Weir
1900,Rajasthan,Bharatpur,Bayana
1901,Rajasthan,Bharatpur,Rupbas
1902,Rajasthan,Bhilwara,Bhilwara
1903,Rajasthan,Bhilwara,hameergarh
1904,Rajasthan,Bhilwara,Asind
1905,Rajasthan,Bhilwara,Hurda
1906,Rajasthan,Bhilwara,Shahpura
1907,Rajasthan,Bhilwara,Banera
1908,Rajasthan,Bhilwara,Mandal
1909,Rajasthan,Bhilwara,Raipur
1910,Rajasthan,Bhilwara,Sahara
1911,Rajasthan,Bhilwara,Bhilwara
1912,Rajasthan,Bhilwara,Kotri
1913,Rajasthan,Bhilwara,Jahazpur
1914,Rajasthan,Bhilwara,Mandalgarh
1915,Rajasthan,Bhilwara,Beejoliya
1916,Rajasthan,Bikaner,Bikaner
1917,Rajasthan,Bikaner,Dungargarh
1918,Rajasthan,Bikaner,Bikaner
1919,Rajasthan,Bikaner,Poogal
1920,Rajasthan,Bikaner,Lunkaransar
1921,Rajasthan,Bikaner,Kolayat
1922,Rajasthan,Bikaner,Nokha
1923,Rajasthan,Bikaner,Khajuwala
1924,Rajasthan,Bikaner,Chhatargarh
1925,Rajasthan,Bundi,Bundi
1926,Rajasthan,Bundi,Hindoli
1927,Rajasthan,Bundi,Nainwa
1928,Rajasthan,Bundi,Indragarh
1929,Rajasthan,Bundi,Keshoraipatan
1930,Rajasthan,Chittorgarh,Chittaurgarh
1931,Rajasthan,Chittorgarh,Rashmi
1932,Rajasthan,Chittorgarh,Gangrar
1933,Rajasthan,Chittorgarh,Begun
1934,Rajasthan,Chittorgarh,Rawatbhata
1935,Rajasthan,Chittorgarh,Chittaurgarh
1936,Rajasthan,Chittorgarh,Kapasan
1937,Rajasthan,Chittorgarh,Dungla
1938,Rajasthan,Chittorgarh,Bhadesar
1939,Rajasthan,Chittorgarh,Nimbahera
1940,Rajasthan,Chittorgarh,Chhoti Sadri
1941,Rajasthan,Chittorgarh,Bari Sadri
1942,Rajasthan,Chittorgarh,Pratapgarh
1943,Rajasthan,Chittorgarh,Arnod
1944,Rajasthan,Churu,Churu
1945,Rajasthan,Churu,Taranagar
1946,Rajasthan,Churu,Rajgarh
1947,Rajasthan,Churu,Sardarshahar
1948,Rajasthan,Churu,Dungargarh
1949,Rajasthan,Churu,Ratangarh
1950,Rajasthan,Churu,Ratangarh
1951,Rajasthan,Dausa,Dausa
1952,Rajasthan,Dausa,Mahwa
1953,Rajasthan,Dausa,Baswa
1954,Rajasthan,Dausa,Sikrai
1955,Rajasthan,Dausa,Lalsot
1956,Rajasthan,Dholpur,Dhaulpur
1957,Rajasthan,Dholpur,Baseri
1958,Rajasthan,Dholpur,Bari
1959,Rajasthan,Dholpur,Sepau
1960,Rajasthan,Dholpur,Dhaulpur
1961,Rajasthan,Dholpur,Rajakhera
1962,Rajasthan,Dungarpur,Dungarpur
1963,Rajasthan,Dungarpur,Aspur
1964,Rajasthan,Dungarpur,Sagwara
1965,Rajasthan,Dungarpur,Simalwara
1966,Rajasthan,Hanumangarh,Hanumangarh
1967,Rajasthan,Hanumangarh,Sangaria
1968,Rajasthan,Hanumangarh,Tibi
1969,Rajasthan,Hanumangarh,Hanumangarh
1970,Rajasthan,Hanumangarh,Pilibanga
1971,Rajasthan,Hanumangarh,Rawatsar
1972,Rajasthan,Hanumangarh,Nohar
1973,Rajasthan,Hanumangarh,Bhadra
1974,Rajasthan,Jaipur,Jaipur
1975,Rajasthan,Jaipur,Kotputli
1976,Rajasthan,Jaipur,Viratnagar
1977,Rajasthan,Jaipur,Shahpura
1978,Rajasthan,Jaipur,Chomu
1979,Rajasthan,Jaipur,Phulera (HQ.Sambhar)
1980,Rajasthan,Jaipur,Dudu (HQ. Mauzamabad)
1981,Rajasthan,Jaipur,Phagi
1982,Rajasthan,Jaipur,Sanganer
1983,Rajasthan,Jaipur,Jaipur
1984,Rajasthan,Jaipur,Amber
1985,Rajasthan,Jaipur,Jamwa Ramgarh
1986,Rajasthan,Jaipur,Bassi
1987,Rajasthan,Jaipur,Chaksu
1988,Rajasthan,Jaisalmer,Jaisalmer
1989,Rajasthan,Jaisalmer,Pokaran
1990,Rajasthan,Jaisalmer,Fatehgarh
1991,Rajasthan,Jalore,Jalor
1992,Rajasthan,Jalore,Sayla
1993,Rajasthan,Jalore,Ahore
1994,Rajasthan,Jalore,Jalor
1995,Rajasthan,Jalore,Bhinmal
1996,Rajasthan,Jalore,Bagora
1997,Rajasthan,Jalore,Sanchore
1998,Rajasthan,Jalore,Raniwara
1999,Rajasthan,Jhalawar,Jhalawar
2000,Rajasthan,Jhalawar,Khanpur
2001,Rajasthan,Jhalawar,Jhalrapatan
2002,Rajasthan,Jhalawar,Aklera
2003,Rajasthan,Jhalawar,Manohar Thana
2004,Rajasthan,Jhalawar,Pachpahar
2005,Rajasthan,Jhalawar,Pirawa
2006,Rajasthan,Jhalawar,Gangdhar
2007,Rajasthan,Jhalawar,Jhalawar
2008,Rajasthan,Jhalawar,Khanpur
2009,Rajasthan,Jhalawar,Jhalrapatan
2010,Rajasthan,Jhalawar,Aklera
2011,Rajasthan,Jhalawar,Manohar Thana
2012,Rajasthan,Jhalawar,Pachpahar
2013,Rajasthan,Jhalawar,Pirawa
2014,Rajasthan,Jhalawar,Gangdhar
2015,Rajasthan,Jodhpur,Jodhpur
2016,Rajasthan,Jodhpur,Balesar
2017,Rajasthan,Jodhpur,Phalodi
2018,Rajasthan,Jodhpur,Osian
2019,Rajasthan,Jodhpur,Bhopalgarh
2020,Rajasthan,Jodhpur,Jodhpur
2021,Rajasthan,Jodhpur,Shergarh
2022,Rajasthan,Jodhpur,Luni
2023,Rajasthan,Jodhpur,Bilara
2024,Rajasthan,Karauli,Karauli
2025,Rajasthan,Karauli,Todabhim
2026,Rajasthan,Karauli,Nadoti
2027,Rajasthan,Karauli,Hindaun
2028,Rajasthan,Karauli,Karauli
2029,Rajasthan,Karauli,Mandrail
2030,Rajasthan,Karauli,Sapotra
2031,Rajasthan,Kota,Kota
2032,Rajasthan,Kota,Pipalda
2033,Rajasthan,Kota,Digod
2034,Rajasthan,Kota,Ladpura
2035,Rajasthan,Kota,Ramganj Mandi
2036,Rajasthan,Kota,Sangod
2037,Rajasthan,Nagaur,Nagaur
2038,Rajasthan,Nagaur,kuchaman
2039,Rajasthan,Nagaur,Ladnu
2040,Rajasthan,Nagaur,Didwana
2041,Rajasthan,Nagaur,Jayal
2042,Rajasthan,Nagaur,Nagaur
2043,Rajasthan,Nagaur,Kheenvsar
2044,Rajasthan,Nagaur,Merta
2045,Rajasthan,Nagaur,Degana
2046,Rajasthan,Nagaur,Parbatsar
2047,Rajasthan,Nagaur,Makrana
2048,Rajasthan,Nagaur,Nawa
2049,Rajasthan,Pali,Pali
2050,Rajasthan,Pali,Jaitaran
2051,Rajasthan,Pali,Raipur
2052,Rajasthan,Pali,Sojat
2053,Rajasthan,Pali,Rohat
2054,Rajasthan,Pali,Pali
2055,Rajasthan,Pali,Marwar Junction
2056,Rajasthan,Pali,Desuri
2057,Rajasthan,Pali,Sumerpur
2058,Rajasthan,Pali,Bali
2059,Uttar Pradesh,Pratapgarh,Pratapgarh
2060,Uttar Pradesh,Pratapgarh,Dhariawad
2061,Uttar Pradesh,Pratapgarh,Arnod
2062,Uttar Pradesh,Pratapgarh,Chhotisadri
2063,Uttar Pradesh,Pratapgarh,Pipalkhunt
2064,Rajasthan,Rajsamand,Rajsamand
2065,Rajasthan,Rajsamand,Bhim
2066,Rajasthan,Rajsamand,Deogarh
2067,Rajasthan,Rajsamand,Amet
2068,Rajasthan,Rajsamand,Kumbhalgarh
2069,Rajasthan,Rajsamand,Rajsamand
2070,Rajasthan,Rajsamand,Railmagra
2071,Rajasthan,Rajsamand,Nathdwara
2072,Rajasthan,Sawai Madhopur,Sawai Madhopur
2073,Rajasthan,Sawai Madhopur,Gangapur
2074,Rajasthan,Sawai Madhopur,Bamanwas
2075,Rajasthan,Sawai Madhopur,Malarna Doongar
2076,Rajasthan,Sawai Madhopur,Bonli
2077,Rajasthan,Sawai Madhopur,Chauth Ka Barwara
2078,Rajasthan,Sawai Madhopur,Sawai Madhopur
2079,Rajasthan,Sawai Madhopur,Khandar
2080,Rajasthan,Sikar,Sikar
2081,Rajasthan,Sikar,Fatehpur
2082,Rajasthan,Sikar,Lachhmangarh
2083,Rajasthan,Sikar,Sikar
2084,Rajasthan,Sikar,Danta Ramgarh
2085,Rajasthan,Sikar,Sri Madhopur
2086,Rajasthan,Sikar,Neem Ka Thana
2087,Rajasthan,Sirohi,Sirohi
2088,Rajasthan,Sirohi,Sheoganj
2089,Rajasthan,Sirohi,Sirohi
2090,Rajasthan,Sirohi,Pindwara
2091,Rajasthan,Sirohi,Abu Road
2092,Rajasthan,Sirohi,Reodar
2093,Rajasthan,Tonk,Tonk
2094,Rajasthan,Tonk,Malpura
2095,Rajasthan,Tonk,Peeplu
2096,Rajasthan,Tonk,Niwai
2097,Rajasthan,Tonk,Tonk
2098,Rajasthan,Tonk,Todaraisingh
2099,Rajasthan,Tonk,Deoli
2100,Rajasthan,Tonk,Uniara
2101,Rajasthan,Udaipur,Udaipur
2102,Rajasthan,Udaipur,Mavli
2103,Rajasthan,Udaipur,Gogunda
2104,Rajasthan,Udaipur,Kotra
2105,Rajasthan,Udaipur,Jhadol
2106,Rajasthan,Udaipur,Girwa
2107,Rajasthan,Udaipur,Vallabhnagar
2108,Rajasthan,Udaipur,Dhariawad
2109,Rajasthan,Udaipur,Salumbar
2110,Rajasthan,Udaipur,Sarada
2111,Rajasthan,Udaipur,Kherwara
2112,Punjab,Amritsar,Amritsar
2113,Punjab,Amritsar,Ajnala
2114,Punjab,Amritsar,Amritsar -I
2115,Punjab,Amritsar,Amritsar- II
2116,Punjab,Amritsar,Tarn-Taran
2117,Punjab,Amritsar,Patti
2118,Punjab,Amritsar,Khadur Sahib
2119,Punjab,Amritsar,Baba Bakala
2120,Punjab,Barnala,Barnala
2121,Punjab,Bathinda,Bathinda
2122,Punjab,Bathinda,Rampura Phul
2123,Punjab,Bathinda,Bathinda
2124,Punjab,Bathinda,Talwandi Sabo
2125,Punjab,Faridkot,Faridkot
2126,Punjab,Faridkot,Jaitu
2127,Punjab,Fatehgarh Sahib,Fatehgarh Sahib
2128,Punjab,Fatehgarh Sahib,Sirhind
2129,Punjab,Fatehgarh Sahib,Bassi Pathana
2130,Punjab,Fatehgarh Sahib,Fatehgarh Sahib
2131,Punjab,Fatehgarh Sahib,Amloh
2132,Punjab,Fatehgarh Sahib,Khamanon
2133,Punjab,Fazilka[4],Fazilka
2134,Punjab,Fazilka[4],Jalalabad
2135,Punjab,Fazilka[4],Abohar
2136,Punjab,Firozpur,Firozpur
2137,Punjab,Firozpur,Guru Harsahai
2138,Punjab,Firozpur,Zira
2139,Punjab,Firozpur,Jalalabad
2140,Punjab,Firozpur,Fazilka
2141,Punjab,Firozpur,Abohar
2142,Punjab,Gurdaspur,Gurdaspur
2143,Punjab,Gurdaspur,Dhar Kalan
2144,Punjab,Gurdaspur,Pathankot
2145,Punjab,Gurdaspur,Batala
2146,Punjab,Gurdaspur,Dera Baba Nanak
2147,Punjab,Hoshiarpur,Hoshiarpur
