sr.,State,District,Taluka
4709,Himachal Pradesh,Mandi,Kotli
4710,Himachal Pradesh,Mandi,Lad Bharol
4711,Himachal Pradesh,Mandi,Mandi
4712,Himachal Pradesh,Mandi,Nihri
4713,Himachal Pradesh,Mandi,Padhar
4714,Himachal Pradesh,Mandi,Sandhol
4715,Himachal Pradesh,Mandi,Sarkaghat
4716,Himachal Pradesh,Mandi,Sundarnagar
4717,Himachal Pradesh,Mandi,Thunag
4718,Himachal Pradesh,Shimla,Shimla Urban
4719,Himachal Pradesh,Shimla,Shimla Rural
4720,Himachal Pradesh,Shimla,Chopal
4721,Himachal Pradesh,Shimla,Rampur
4722,Himachal Pradesh,Shimla,Rohru
4723,Himachal Pradesh,Shimla,Theog
4724,Himachal Pradesh,Shimla,Kupvi
4725,Himachal Pradesh,Shimla,Sunni
4726,Himachal Pradesh,Shimla,Kumarsain
4727,Himachal Pradesh,Shimla,Dodra-Kawar
4728,Himachal Pradesh,Shimla,Kotkhai
4729,Himachal Pradesh,Shimla,Jubbal
4730,Himachal Pradesh,Shimla,Chirgaon
4731,Himachal Pradesh,Shimla,Nerwa
4732,Himachal Pradesh,Shimla,Nankhari
4733,Himachal Pradesh,Shimla,Tikkar
4734,Himachal Pradesh,Shimla,Junga
4735,Himachal Pradesh,Sirmaur,Sirmaur
4736,Himachal Pradesh,Sirmaur,Nahan
4737,Himachal Pradesh,Sirmaur,Paonta Sahib
4738,Himachal Pradesh,Sirmaur,Rajgarh
4739,Himachal Pradesh,Sirmaur,Shillai
4740,Himachal Pradesh,Sirmaur,Renukaji
4741,Himachal Pradesh,Sirmaur,Pachhad
4742,Himachal Pradesh,Sirmaur,Dadahu
4743,Himachal Pradesh,Sirmaur,Nohradhar
4744,Himachal Pradesh,Sirmaur,Kamrau
4745,Himachal Pradesh,Sirmaur,Ronhat
4746,Himachal Pradesh,Sirmaur,Narag
4747,Himachal Pradesh,Sirmaur,Pajohta
4748,Himachal Pradesh,Sirmaur,Haripurdhar
4749,Himachal Pradesh,Sirmaur,Majra
4750,Himachal Pradesh,Solan,Arki
4751,Himachal Pradesh,Solan,Kandaghat
4752,Himachal Pradesh,Solan,Nalagarh
4753,Himachal Pradesh,Solan,Solan
4754,Himachal Pradesh,Solan,Baddi
4755,Himachal Pradesh,Solan,Ramshehar
4756,Himachal Pradesh,Solan,Kasauli
4757,Himachal Pradesh,Solan,Darlaghat
4758,Himachal Pradesh,Solan,Krishnagarh
4759,Himachal Pradesh,Solan,Kunihar
4760,Himachal Pradesh,Solan,Mamligh
4761,Himachal Pradesh,Solan,Panjehra
4762,Himachal Pradesh,Solan,Parwanoo
4763,Himachal Pradesh,Una,Amb
4764,Himachal Pradesh,Una,Bangana
4765,Himachal Pradesh,Una,Bharwain
4766,Himachal Pradesh,Una,Haroli
4767,Himachal Pradesh,Una,Una
4768,Karnataka,Bagalkote,Bagalakote
4769,Karnataka,Bagalkote,Rabkavi Banhatti
4770,Karnataka,Bagalkote,Guledgudda
4771,Karnataka,Bagalkote,Badami
4772,Karnataka,Bagalkote,Hunagunda
4773,Karnataka,Bagalkote,Jamakhandi
4774,Karnataka,Bagalkote,Mudhol
4775,Karnataka,Bagalkote,Ilkal
4776,Karnataka,Bagalkote,Bilagi
4777,Karnataka,Bagalkote,Terdal
4778,Karnataka,Belagavi,Athani
4779,Karnataka,Belagavi,Bailhongal
4780,Karnataka,Belagavi,Belagavi
4781,Karnataka,Belagavi,Chikkodi
4782,Karnataka,Belagavi,Gokak
4783,Karnataka,Belagavi,Hukkeri
4784,Karnataka,Belagavi,Khanapur
4785,Karnataka,Belagavi,Raibhag
4786,Karnataka,Belagavi,Ramdurg
4787,Karnataka,Belagavi,Soundatti
4788,Karnataka,Ballary,Ballari
4789,Karnataka,Ballary,Hadagali
4790,Karnataka,Ballary,HB Halli
4791,Karnataka,Ballary,Hospet
4792,Karnataka,Ballary,Kudligi
4793,Karnataka,Ballary,Sandur
4794,Karnataka,Ballary,Siruguppa
4795,Karnataka,Bidar,Aurad
4796,Karnataka,Bidar,Basavakalyana
4797,Karnataka,Bidar,Bhalki
4798,Karnataka,Bidar,Bidar
4799,Karnataka,Bidar,Humnabad
4800,Karnataka,Vijayapura,B Bagewadi
4801,Karnataka,Vijayapura,Vijayapura
4802,Karnataka,Vijayapura,Indi
4803,Karnataka,Vijayapura,Muddebihal
4804,Karnataka,Vijayapura,Sindagi
4805,Karnataka,Chamarajanagara,Chamarajnagar
4806,Karnataka,Chamarajanagara,Gundlupet
4807,Karnataka,Chamarajanagara,Kollegala
4808,Karnataka,Chamarajanagara,Yelandur
4809,Karnataka,Chikkaballapura,Chintamani
4810,Karnataka,Chikkaballapura,Chikkaballapura
4811,Karnataka,Chikkaballapura,Gowribidanuru
4812,Karnataka,Chikkaballapura,Shidlagatta
4813,Karnataka,Chikkaballapura,Bagepalli
4814,Karnataka,Chikkaballapura,Gudibande
4815,Karnataka,Chikkamagaluru,Chikmagalur
4816,Karnataka,Chikkamagaluru,Kadur
4817,Karnataka,Chikkamagaluru,Tarikere
4818,Karnataka,Chikkamagaluru,Mudigere
4819,Karnataka,Chikkamagaluru,Koppa
4820,Karnataka,Chikkamagaluru,Sringeri
4821,Karnataka,Chikkamagaluru,N.R. Pura
4822,Karnataka,Chitradurga,Chitradurga
4823,Karnataka,Chitradurga,Challakere
4824,Karnataka,Chitradurga,Hiriyuru
4825,Karnataka,Chitradurga,Holalkere
4826,Karnataka,Chitradurga,Hosadurga
4827,Karnataka,Chitradurga,Molakalmuru
4828,Karnataka,Dharwad,Dharwad
4829,Karnataka,Dharwad,Hubballi
4830,Karnataka,Dharwad,Kalaghatagi
4831,Karnataka,Dharwad,Kundagol
4832,Karnataka,Dharwad,Navalagunda
4833,Karnataka,Bengaluru Urban,Bengaluru Urban
4834,Karnataka,Bengaluru Urban,Anekal
4835,Karnataka,Bengaluru Urban,Bengaluru North
4836,Karnataka,Bengaluru Urban,Bengaluru South
4837,Karnataka,Bengaluru Urban,Bengaluru East
4838,Karnataka,Bengaluru Urban,Bengaluru City
4839,Karnataka,Bengaluru Rural,Bengaluru Rural
4840,Karnataka,Bengaluru Rural,Doddaballapura
4841,Karnataka,Bengaluru Rural,Devanahalli
4842,Karnataka,Bengaluru Rural,Hosakote
4843,Karnataka,Bengaluru Rural,Nelamangala
4844,Karnataka,Hassan,Alur
4845,Karnataka,Hassan,Arkalagudu
4846,Karnataka,Hassan,Arasikere
4847,Karnataka,Hassan,Belur
4848,Karnataka,Hassan,Channarayapatna
4849,Karnataka,Hassan,Hassan
4850,Karnataka,Hassan,Holenarasipura
4851,Karnataka,Hassan,Sakaleshpura
4852,Karnataka,Haveri,Haveri
4853,Karnataka,Haveri,Hanagal
4854,Karnataka,Haveri,Hirekerur
4855,Karnataka,Haveri,Ranebennur
4856,Karnataka,Haveri,Byadagi
4857,Karnataka,Haveri,Savanur
4858,Karnataka,Haveri,Shiggaon
4859,Karnataka,Kodagu,Kodagu
4860,Karnataka,Kodagu,Madikeri
4861,Karnataka,Kodagu,Somwarpet
4862,Karnataka,Kodagu,Virajpet
4863,Karnataka,Kolara,Bangarpet
4864,Karnataka,Kolara,Kolar
4865,Karnataka,Kolara,Malur
4866,Karnataka,Kolara,Mulabagilu
4867,Karnataka,Kolara,Srinivaspura
4868,Karnataka,Mandya,K.R.Pet
4869,Karnataka,Mandya,Maddur
4870,Karnataka,Mandya,Malavalli
4871,Karnataka,Mandya,Mandya
4872,Karnataka,Mandya,Nagamangala
4873,Karnataka,Mandya,Pandavapura
4874,Karnataka,Mandya,Srirangapatna
4875,Karnataka,Mysuru,H.D.Kote
4876,Karnataka,Mysuru,Hunsur
4877,Karnataka,Mysuru,K.R.Nagar
4878,Karnataka,Mysuru,Mysuru
4879,Karnataka,Mysuru,Nanjangud
4880,Karnataka,Mysuru,Piriyapatna
4881,Karnataka,Mysuru,T.Narasipura
4882,Karnataka,Raichuru,Devdurga
4883,Karnataka,Raichuru,Lingasugur
4884,Karnataka,Raichuru,Manvi
4885,Karnataka,Raichuru,Raichur
4886,Karnataka,Raichuru,Sindhanur
4887,Karnataka,Ramanagara,Channapatna
4888,Karnataka,Ramanagara,Kanakapura
4889,Karnataka,Ramanagara,Magadi
4890,Karnataka,Ramanagara,Ramanagar
4891,Karnataka,Shivamogga,Bhadravati
4892,Karnataka,Shivamogga,Hosanagara
4893,Karnataka,Shivamogga,Sagara
4894,Karnataka,Shivamogga,Shikaripura
4895,Karnataka,Shivamogga,Shivamogga
4896,Karnataka,Shivamogga,Soraba
4897,Karnataka,Shivamogga,Thirtahalli
4898,Karnataka,Tumakuru,C.N.Halli
4899,Karnataka,Tumakuru,Gubbi
4900,Karnataka,Tumakuru,Koratagere
4901,Karnataka,Tumakuru,Kunigal
4902,Karnataka,Tumakuru,Madhugiri
4903,Karnataka,Tumakuru,Pavagada
4904,Karnataka,Tumakuru,Sira
4905,Karnataka,Tumakuru,Tiptur
4906,Karnataka,Tumakuru,Tumakuru
4907,Karnataka,Tumakuru,Turuvekere
4908,Karnataka,Yadgiri,Shahapur
4909,Karnataka,Yadgiri,Shorapur
4910,Karnataka,Yadgiri,Yadgir
4911,Jharkhand,Bokaro,Bokaro
4912,Jharkhand,Bokaro,Bermo
4913,Jharkhand,Bokaro,Chandankiyari
4914,Jharkhand,Bokaro,Chandrapura
4915,Jharkhand,Bokaro,Chas
4916,Jharkhand,Bokaro,Gumia
4917,Jharkhand,Bokaro,Jaridih
4918,Jharkhand,Bokaro,Kasmar
4919,Jharkhand,Bokaro,Nawadih
4920,Jharkhand,Bokaro,Peterwar
4921,Jharkhand,Chatra,Chatra
4922,Jharkhand,Chatra,Kunda
4923,Jharkhand,Chatra,Hunterganj
4924,Jharkhand,Chatra,Pratappur
4925,Jharkhand,Chatra,Lawalong
4926,Jharkhand,Chatra,Gidhour
4927,Jharkhand,Chatra,Pathalgada
4928,Jharkhand,Chatra,Simaria
4929,Jharkhand,Chatra,Tandwa
4930,Jharkhand,Chatra,Itkhori
4931,Jharkhand,Chatra,Kanhachatti
4932,Jharkhand,Chatra,Mayurhand
4933,Jharkhand,Deoghar,Sarath
4934,Jharkhand,Deoghar,Deoghar
4935,Jharkhand,Deoghar,Sarwan
4936,Jharkhand,Deoghar,Palojori
4937,Jharkhand,Deoghar,Koron
4938,Jharkhand,Deoghar,Jarmundi
4939,Jharkhand,Deoghar,Karon
4940,Jharkhand,Deoghar,Poraiyahat
4941,Jharkhand,Deoghar,Rohni
4942,Jharkhand,Deoghar,Mohanpur
4943,Jharkhand,Deoghar,Madhupur
4944,Jharkhand,Deoghar,Dibipur
4945,Jharkhand,Deoghar,Satath
4946,Jharkhand,Deoghar,Debuipur
4947,Jharkhand,Deoghar,Debipur
4948,Jharkhand,Deoghar,Doghar
4949,Jharkhand,Deoghar,Devipur
4950,Jharkhand,Dhanbad,Baghmara
4951,Jharkhand,Dhanbad,Dhanbad
4952,Jharkhand,Dhanbad,Jharia
4953,Jharkhand,Dhanbad,Nirsa
4954,Jharkhand,Dhanbad,Sindri
4955,Jharkhand,Dhanbad,Tundi
4956,Jharkhand,Dumka,Sikaripara
4957,Jharkhand,Dumka,Dumka
4958,Jharkhand,Dumka,Jama
4959,Jharkhand,Dumka,Jarmundi
4960,Jharkhand,Garhwa, Bhandaria
4961,Jharkhand,Garhwa,Danda
4962,Jharkhand,Garhwa,Garhwa
4963,Jharkhand,Garhwa,Manjhiaon
4964,Jharkhand,Garhwa,Ramkanda
4965,Jharkhand,Garhwa,Bishunpura
4966,Jharkhand,Garhwa,Bhawnathpur
4967,Jharkhand,Garhwa,Dandai
4968,Jharkhand,Garhwa,Kandi
4969,Jharkhand,Garhwa,Meral
4970,Jharkhand,Garhwa,Ramna
4971,Jharkhand,Garhwa,Ketar
4972,Jharkhand,Garhwa,Sagma
4973,Jharkhand,Garhwa,Chinia
4974,Jharkhand,Garhwa,Dhurki
4975,Jharkhand,Garhwa,Kharaundhi
4976,Jharkhand,Garhwa,Shree Banshidhar Nagar
4977,Jharkhand,Garhwa,Ranka
4978,Jharkhand,Garhwa, Bardiha
4979,Jharkhand,Garhwa,Bargarh
4980,Andaman and Nicobar Islands,Nicobar,Nicobar
4981,Andaman and Nicobar Islands,Nicobar,Car Nicobar
4982,Andaman and Nicobar Islands,Nicobar,Nancowry
4983,Andaman and Nicobar Islands,Nicobar,Great Nicobar
4984,Andaman and Nicobar Islands,North and Middle Andaman,North and Middle Andaman
4985,Andaman and Nicobar Islands,North and Middle Andaman,Diglipur
4986,Andaman and Nicobar Islands,North and Middle Andaman,Rangat
4987,Andaman and Nicobar Islands,North and Middle Andaman,Mayabunder
4988,Andaman and Nicobar Islands,South Andaman,South Andaman
4989,Andaman and Nicobar Islands,South Andaman,Port Blair
4990,Andaman and Nicobar Islands,South Andaman,Ferrargunj
4991,Andaman and Nicobar Islands,South Andaman,Little Andaman
4992,Jammu and Kashmir,Kathua district,Bani
4993,Jammu and Kashmir,Kathua district,Bashohli
4994,Jammu and Kashmir,Kathua district,Billawar
4995,Jammu and Kashmir,Kathua district,Hiranagar
4996,Jammu and Kashmir,Kathua district,Kathua
4997,Jammu and Kashmir,Jammu district,Akhnoor
4998,Jammu and Kashmir,Jammu district,Bishnah
4999,Jammu and Kashmir,Jammu district,Jammu
5000,Jammu and Kashmir,Jammu district,Ranbir Singh Pora
5001,Jammu and Kashmir,Samba district,Samba
5002,Jammu and Kashmir,Udhampur district,Chenani
5003,Jammu and Kashmir,Udhampur district,Majalta
5004,Jammu and Kashmir,Udhampur district,Ramnagar
5005,Jammu and Kashmir,Udhampur district,Udhampur
5006,Jammu and Kashmir,Reasi district,Gool Gulabgarh
5007,Jammu and Kashmir,Reasi district,Reasi
5008,Jammu and Kashmir,Rajouri district,Budhal
5009,Jammu and Kashmir,Rajouri district,Darhal
5010,Jammu and Kashmir,Rajouri district,Kalakote
5011,Jammu and Kashmir,Rajouri district,Nowshehra
5012,Jammu and Kashmir,Rajouri district,Rajauri
5013,Jammu and Kashmir,Rajouri district,Sunderbani
5014,Jammu and Kashmir,Rajouri district,Thanamandi
5015,Jammu and Kashmir,Doda district,Bhaderwah
5016,Jammu and Kashmir,Doda district,Doda
5017,Jammu and Kashmir,Doda district,Gandoh
5018,Jammu and Kashmir,Doda district,Thathri
5019,Jammu and Kashmir,Ramban district,Banihal
5020,Jammu and Kashmir,Ramban district,Ramban
5021,Jammu and Kashmir,Kishtwar district,Atholi
5022,Jammu and Kashmir,Kishtwar district,Chhatroo
5023,Jammu and Kashmir,Kishtwar district,Kishtwar
5024,Jammu and Kashmir,Kishtwar district,Marwah
5025,Jammu and Kashmir,Srinagar district,Srinagar North
5026,Jammu and Kashmir,Srinagar district,Srinagar South
5027,Jammu and Kashmir,Pulwama district,Awantipora
5028,Jammu and Kashmir,Pulwama district,Pampore
5029,Jammu and Kashmir,Pulwama district,Pulwama
5030,Jammu and Kashmir,Pulwama district,Tral
5031,Jammu and Kashmir,Kupwara district,Handwara
5032,Jammu and Kashmir,Kupwara district,Karnah
5033,Jammu and Kashmir,Kupwara district,Kupwara
5034,Jammu and Kashmir,Kulgam district,Damhal Hanjipora
5035,Jammu and Kashmir,Kulgam district,Devsar
5036,Jammu and Kashmir,Kulgam district,Kulgam
5037,Jammu and Kashmir,Ganderbal district,Ganderbal
5038,Jammu and Kashmir,Ganderbal district,Kangan
5039,Jammu and Kashmir,Ganderbal district,Lar
5040,Jammu and Kashmir,Budgam district,Beerwah
5041,Jammu and Kashmir,Budgam district,Budgam
5042,Jammu and Kashmir,Budgam district,Chadoora
5043,Jammu and Kashmir,Budgam district,Charar E Shrief
5044,Jammu and Kashmir,Budgam district,Khag
5045,Jammu and Kashmir,Budgam district,Khansahib
5046,Jammu and Kashmir,Anantnag district,Anantnag
5047,Jammu and Kashmir,Anantnag district,Bijbehara
5048,Jammu and Kashmir,Anantnag district,Dooru
5049,Jammu and Kashmir,Anantnag district,Kokernag
5050,Jammu and Kashmir,Anantnag district,Pahalgam
5051,Jammu and Kashmir,Anantnag district,Shangus
5052,Andhra Pradesh,Chittoor,B Kothakota
5053,Andhra Pradesh,Chittoor,Baireddipalle
5054,Andhra Pradesh,Chittoor,Bangarupalem
5055,Andhra Pradesh,Chittoor,Buchinaidu Kandriga
5056,Andhra Pradesh,Chittoor,Chandragiri
5057,Andhra Pradesh,Chittoor,Chinnagottigallu
5058,Andhra Pradesh,Chittoor,Chittoor
5059,Andhra Pradesh,Chittoor,Chowdepalle
5060,Andhra Pradesh,Chittoor,Gangadhara Nellore
5061,Andhra Pradesh,Chittoor,Gangavaram
5062,Andhra Pradesh,Chittoor,Gudipala
5063,Andhra Pradesh,Chittoor,Gudupalle
5064,Andhra Pradesh,Chittoor,Gurramkonda
5065,Andhra Pradesh,Chittoor,Irala
5066,Andhra Pradesh,Chittoor,K V B Puram
5067,Andhra Pradesh,Chittoor,Kalakada
5068,Andhra Pradesh,Chittoor,Kalikiri
5069,Andhra Pradesh,Chittoor,Kambhamvaripalle
5070,Andhra Pradesh,Chittoor,Karvetinagar
5071,Andhra Pradesh,Chittoor,Kuppam
5072,Andhra Pradesh,Chittoor,Kurabalakota
5073,Andhra Pradesh,Chittoor,Madanapalle
5074,Andhra Pradesh,Chittoor,Mulakalacheruvu
5075,Andhra Pradesh,Chittoor,Nagalapuram
5076,Andhra Pradesh,Chittoor,Nagari
5077,Andhra Pradesh,Chittoor,Narayanavanam
5078,Andhra Pradesh,Chittoor,Nimmanapalle
5079,Andhra Pradesh,Chittoor,Nindra
5080,Andhra Pradesh,Chittoor,Pakala
5081,Andhra Pradesh,Chittoor,Palamaner
5082,Andhra Pradesh,Chittoor,Palasamudram
5083,Andhra Pradesh,Chittoor,Pedda Thippasamudram
5084,Andhra Pradesh,Chittoor,Peddamandyam
5085,Andhra Pradesh,Chittoor,Peddapanjani
5086,Andhra Pradesh,Chittoor,Penumuru
5087,Andhra Pradesh,Chittoor,Pichatur
5088,Andhra Pradesh,Chittoor,Pileru
5089,Andhra Pradesh,Chittoor,Pulicherla
5090,Andhra Pradesh,Chittoor,Punganur
5091,Andhra Pradesh,Chittoor,Puthalapattu
5092,Andhra Pradesh,Chittoor,Puttur
5093,Andhra Pradesh,Chittoor,Ramachandrapuram
5094,Andhra Pradesh,Chittoor,Ramakuppam
5095,Andhra Pradesh,Chittoor,Ramasamudram
5096,Andhra Pradesh,Chittoor,Renigunta
5097,Andhra Pradesh,Chittoor,Rompicherla
5098,Andhra Pradesh,Chittoor,Santhipuram
5099,Andhra Pradesh,Chittoor,Satyavedu
5100,Andhra Pradesh,Chittoor,Sodam
5101,Andhra Pradesh,Chittoor,Somala
5102,Andhra Pradesh,Chittoor,Srikalahasti
5103,Andhra Pradesh,Chittoor,Srirangarajapuram
5104,Andhra Pradesh,Chittoor,Thamballapalle
5105,Andhra Pradesh,Chittoor,Thavanampalle
5106,Andhra Pradesh,Chittoor,Thottambedu
5107,Andhra Pradesh,Chittoor,Tirupati Rural
5108,Andhra Pradesh,Chittoor,Tirupati Urban
5109,Andhra Pradesh,Chittoor,Vadamalapeta
5110,Andhra Pradesh,Chittoor,Valmikipuram
5111,Andhra Pradesh,Chittoor,Varadaiahpalem
5112,Andhra Pradesh,Chittoor,Vedurukuppam
5113,Andhra Pradesh,Chittoor,Venkatagirikota
5114,Andhra Pradesh,Chittoor,Vijayapuram
5115,Andhra Pradesh,Chittoor,Yadamarri
5116,Andhra Pradesh,Chittoor,Yerpedu
5117,Andhra Pradesh,Chittoor,Yerravaripalem
5118,Andhra Pradesh,YSR,Atlur
5119,Andhra Pradesh,YSR,B Kodur
5120,Andhra Pradesh,YSR,Badvel
5121,Andhra Pradesh,YSR,Brahmamgarimattam
5122,Andhra Pradesh,YSR,Chakrayapet
5123,Andhra Pradesh,YSR,Chapad
5124,Andhra Pradesh,YSR,Chennur
5125,Andhra Pradesh,YSR,Chinnamandem
5126,Andhra Pradesh,YSR,Chinthakommadinne
5127,Andhra Pradesh,YSR,Chitvel
5128,Andhra Pradesh,YSR,Duvvur
5129,Andhra Pradesh,YSR,Galiveedu
5130,Andhra Pradesh,YSR,Gopavaram
5131,Andhra Pradesh,YSR,Jammalamadugu
5132,Andhra Pradesh,YSR,Kadapa
5133,Andhra Pradesh,YSR,Kalasapadu
5134,Andhra Pradesh,YSR,Kamalapuram
5135,Andhra Pradesh,YSR,Khajipet
5136,Andhra Pradesh,YSR,Kodur
5137,Andhra Pradesh,YSR,Kondapuram
5138,Andhra Pradesh,YSR,Lakkireddipalle
5139,Andhra Pradesh,YSR,Lingala
5140,Andhra Pradesh,YSR,Muddanur
5141,Andhra Pradesh,YSR,Mylavaram
5142,Andhra Pradesh,YSR,Nandalur
5143,Andhra Pradesh,YSR,Obulavaripalle
5144,Andhra Pradesh,YSR,Peddamudium
5145,Andhra Pradesh,YSR,Penagalur
5146,Andhra Pradesh,YSR,Pendlimarri
5147,Andhra Pradesh,YSR,Porumamilla
5148,Andhra Pradesh,YSR,Proddatur
5149,Andhra Pradesh,YSR,Pulivendla
5150,Andhra Pradesh,YSR,Pullampeta
5151,Andhra Pradesh,YSR,Rajampet
5152,Andhra Pradesh,YSR,Rajupalem
5153,Andhra Pradesh,YSR,Ramapuram
5154,Andhra Pradesh,YSR,Rayachoti
5155,Andhra Pradesh,YSR,S Mydukur
5156,Andhra Pradesh,YSR,Sambepalle
5157,Andhra Pradesh,YSR,Sidhout
5158,Andhra Pradesh,YSR,Simhadripuram
5159,Andhra Pradesh,YSR,Sri Avadhutha Kasinayana
5160,Andhra Pradesh,YSR,T Sundupalle
5161,Andhra Pradesh,YSR,Thondur
5162,Andhra Pradesh,YSR,Vallur
5163,Andhra Pradesh,YSR,Veeraballe
5164,Andhra Pradesh,YSR,Veerapunayunipalle
5165,Andhra Pradesh,YSR,Vempalle
5166,Andhra Pradesh,YSR,Vemula
5167,Andhra Pradesh,YSR,Vontimitta
5168,Andhra Pradesh,YSR,Yerraguntla
5169,Andhra Pradesh,Krishna,A Konduru
5170,Andhra Pradesh,Krishna,Agiripalle
5171,Andhra Pradesh,Krishna,Avanigadda
5172,Andhra Pradesh,Krishna,Bantumilli
5173,Andhra Pradesh,Krishna,Bapulapadu
5174,Andhra Pradesh,Krishna,Challapalle
5175,Andhra Pradesh,Krishna,Chandarlapadu
5176,Andhra Pradesh,Krishna,Chatrai
5177,Andhra Pradesh,Krishna,G Konduru
5178,Andhra Pradesh,Krishna,Gampalagudem
5179,Andhra Pradesh,Krishna,Gannavaram
5180,Andhra Pradesh,Krishna,Ghantasala
5181,Andhra Pradesh,Krishna,Gudivada
5182,Andhra Pradesh,Krishna,Gudlavalleru
5183,Andhra Pradesh,Krishna,Guduru
5184,Andhra Pradesh,Krishna,Ibrahimpatnam
5185,Andhra Pradesh,Krishna,Jaggayyapeta
5186,Andhra Pradesh,Krishna,Kaikalur
5187,Andhra Pradesh,Krishna,Kalidindi
5188,Andhra Pradesh,Krishna,Kanchikacherla
5189,Andhra Pradesh,Krishna,Kankipadu
5190,Andhra Pradesh,Krishna,Koduru
5191,Andhra Pradesh,Krishna,Kruthivennu
5192,Andhra Pradesh,Krishna,Machilipatnam
5193,Andhra Pradesh,Krishna,Mandavalli
5194,Andhra Pradesh,Krishna,Mopidevi
5195,Andhra Pradesh,Krishna,Movva
5196,Andhra Pradesh,Krishna,Mudinepalle
5197,Andhra Pradesh,Krishna,Musunuru
5198,Andhra Pradesh,Krishna,Mylavaram
5199,Andhra Pradesh,Krishna,Nagayalanka
5200,Andhra Pradesh,Krishna,Nandigama
5201,Andhra Pradesh,Krishna,Nandivada
5202,Andhra Pradesh,Krishna,Nuzvid
5203,Andhra Pradesh,Krishna,Pamarru
5204,Andhra Pradesh,Krishna,Pamidimukkala
5205,Andhra Pradesh,Krishna,Pedana
5206,Andhra Pradesh,Krishna,Pedaparupudi
5207,Andhra Pradesh,Krishna,Penamaluru
5208,Andhra Pradesh,Krishna,Penuganchiprolu
5209,Andhra Pradesh,Krishna,Reddigudem
5210,Andhra Pradesh,Krishna,Thotlavalluru
5211,Andhra Pradesh,Krishna,Tiruvuru
5212,Andhra Pradesh,Krishna,Unguturu
5213,Andhra Pradesh,Krishna,Vatsavai
5214,Andhra Pradesh,Krishna,Veerullapadu
5215,Andhra Pradesh,Krishna,Vijayawada Rural
5216,Andhra Pradesh,Krishna,Vijayawada Urban
5217,Andhra Pradesh,Krishna,Vissannapet
5218,Andhra Pradesh,Krishna,Vuyyuru
5219,Andhra Pradesh,East Godavari,Addateegala
5220,Andhra Pradesh,East Godavari,Ainavilli
5221,Andhra Pradesh,East Godavari,Alamuru
5222,Andhra Pradesh,East Godavari,Allavaram
5223,Andhra Pradesh,East Godavari,Amalapuram
5224,Andhra Pradesh,East Godavari,Ambajipeta
5225,Andhra Pradesh,East Godavari,Anaparthy
5226,Andhra Pradesh,East Godavari,Atreyapuram
5227,Andhra Pradesh,East Godavari,Biccavolu
5228,Andhra Pradesh,East Godavari,Devipatnam
5229,Andhra Pradesh,East Godavari,Gandepalle
5230,Andhra Pradesh,East Godavari,Gangavaram
5231,Andhra Pradesh,East Godavari,Gokavaram
5232,Andhra Pradesh,East Godavari,Gollaprolu
5233,Andhra Pradesh,East Godavari,I Polavaram
5234,Andhra Pradesh,East Godavari,Jaggampeta
5235,Andhra Pradesh,East Godavari,Kadiam
5236,Andhra Pradesh,East Godavari,Kajuluru
5237,Andhra Pradesh,East Godavari,Kakinada Rural
5238,Andhra Pradesh,East Godavari,Kakinada Urban
5239,Andhra Pradesh,East Godavari,Kapileswarapuram
5240,Andhra Pradesh,East Godavari,Karapa
5241,Andhra Pradesh,East Godavari,Katrenikona
5242,Andhra Pradesh,East Godavari,Kirlampudi
5243,Andhra Pradesh,East Godavari,Korukonda
5244,Andhra Pradesh,East Godavari,Kotananduru
5245,Andhra Pradesh,East Godavari,Kothapalle
5246,Andhra Pradesh,East Godavari,Kothapeta
5247,Andhra Pradesh,East Godavari,Malikipuram
5248,Andhra Pradesh,East Godavari,Mamidikuduru
5249,Andhra Pradesh,East Godavari,Mandapeta
5250,Andhra Pradesh,East Godavari,Maredumilli
5251,Andhra Pradesh,East Godavari,Mummidivaram
5252,Andhra Pradesh,East Godavari,P Gannavaram
5253,Andhra Pradesh,East Godavari,Pamarru
5254,Andhra Pradesh,East Godavari,Pedapudi
5255,Andhra Pradesh,East Godavari,Peddapuram
5256,Andhra Pradesh,East Godavari,Pithapuram
5257,Andhra Pradesh,East Godavari,Prathipadu
5258,Andhra Pradesh,East Godavari,Rajahmundry
5259,Andhra Pradesh,East Godavari,Rajahmundry Rural
5260,Andhra Pradesh,East Godavari,Rajanagaram
5261,Andhra Pradesh,East Godavari,Rajavommangi
5262,Andhra Pradesh,East Godavari,Ramachandrapuram
5263,Andhra Pradesh,East Godavari,Rampachodavaram
5264,Andhra Pradesh,East Godavari,Rangampeta
5265,Andhra Pradesh,East Godavari,Ravulapalem
5266,Andhra Pradesh,East Godavari,Rayavaram
5267,Andhra Pradesh,East Godavari,Razole
5268,Andhra Pradesh,East Godavari,Rowthulapudi
5269,Andhra Pradesh,East Godavari,Sakhinetipalle
5270,Andhra Pradesh,East Godavari,Samalkota
5271,Andhra Pradesh,East Godavari,Sankhavaram
5272,Andhra Pradesh,East Godavari,Seethanagaram
5273,Andhra Pradesh,East Godavari,Thallarevu
5274,Andhra Pradesh,East Godavari,Thondangi
5275,Andhra Pradesh,East Godavari,Tuni
5276,Andhra Pradesh,East Godavari,Uppalaguptam
5277,Andhra Pradesh,East Godavari,Y Ramavaram
5278,Andhra Pradesh,East Godavari,Yeleswaram
5279,Andhra Pradesh,Vizianagaram,Badangi
